concept_id,concept_code,concept_name,vocabulary_id,cluster,category
4098302,191616006,Recurrent depression,SNOMED,Minor Depression,Mood Disorders
4224639,85080004,Secondary dysthymia,SNOMED,Minor Depression,Mood Disorders
4150047,3109008,Secondary dysthymia early onset,SNOMED,Minor Depression,Mood Disorders
4263770,36170009,Secondary dysthymia late onset,SNOMED,Minor Depression,Mood Disorders
37109941,723912004,Secondary mood disorder,SNOMED,Minor Depression,Mood Disorders
4143610,34134009,Shenjing shuairuo,SNOMED,Minor Depression,Mood Disorders
4197222,79842004,Stuporous depression,SNOMED,Minor Depression,Mood Disorders
4155208,28357009,Transitory postpartum mood disturbance,SNOMED,Minor Depression,Mood Disorders
40480879,441833000,Lethal catatonia,SNOMED,Catatonia,Neurocognitive Disorders
4335159,231442003,Organic catatonic disorder,SNOMED,Catatonia,Neurocognitive Disorders
4229897,89458003,Stupor,SNOMED,Catatonia,Neurocognitive Disorders
4098169,191505005,"Acute confusional state, of cerebrovascular origin",SNOMED,Delirium,Neurocognitive Disorders
4098167,191503003,"Acute confusional state, of endocrine origin",SNOMED,Delirium,Neurocognitive Disorders
4103128,191502008,"Acute confusional state, of infective origin",SNOMED,Delirium,Neurocognitive Disorders
4098168,191504009,"Acute confusional state, of metabolic origin",SNOMED,Delirium,Neurocognitive Disorders
4312487,85821003,Acute non-psychotic brain syndrome,SNOMED,Delirium,Neurocognitive Disorders
4088373,18653004,Alcohol intoxication delirium,SNOMED,Delirium,Neurocognitive Disorders
377830,8635005,Alcohol withdrawal delirium,SNOMED,Delirium,Neurocognitive Disorders
376383,29212009,Alcohol-induced organic mental disorder,SNOMED,Delirium,Neurocognitive Disorders
372608,3298001,Amnestic disorder,SNOMED,Delirium,Neurocognitive Disorders
36712678,105451000119102,Amnestic disorder associated with general medical condition,SNOMED,Delirium,Neurocognitive Disorders
37117213,724687008,Amnestic disorder caused by anxiolytic,SNOMED,Delirium,Neurocognitive Disorders
37110435,724686004,Amnestic disorder caused by hypnotic,SNOMED,Delirium,Neurocognitive Disorders
37312034,788863007,Amnestic disorder caused by psychoactive substance,SNOMED,Delirium,Neurocognitive Disorders
37110434,724685000,Amnestic disorder caused by sedative,SNOMED,Delirium,Neurocognitive Disorders
36716781,722962002,Amnestic disorder caused by substance,SNOMED,Delirium,Neurocognitive Disorders
37312033,788864001,Amnestic disorder caused by volatile solvent,SNOMED,Delirium,Neurocognitive Disorders
37110487,724747009,Amnestic disorder due to multiple etiological factors,SNOMED,Delirium,Neurocognitive Disorders
4218985,41932008,Amok,SNOMED,Delirium,Neurocognitive Disorders
4228825,8837000,Amphetamine delirium,SNOMED,Delirium,Neurocognitive Disorders
4308292,83367009,Amphetamine-induced organic mental disorder,SNOMED,Delirium,Neurocognitive Disorders
4210133,312936002,Anxiolytic-induced organic mental disorder,SNOMED,Delirium,Neurocognitive Disorders
4150884,310202009,Arylcyclohexylamine-induced organic mental disorder,SNOMED,Delirium,Neurocognitive Disorders
4206433,309279000,Caffeine-induced organic mental disorder,SNOMED,Delirium,Neurocognitive Disorders
4220197,39807006,Cannabis intoxication delirium,SNOMED,Delirium,Neurocognitive Disorders
4300092,77355000,Cannabis-induced organic mental disorder,SNOMED,Delirium,Neurocognitive Disorders
4144146,425919003,Chronic organic mental disorder,SNOMED,Delirium,Neurocognitive Disorders
4290062,70328006,Cocaine delirium,SNOMED,Delirium,Neurocognitive Disorders
4264766,46975003,Cocaine-induced organic mental disorder,SNOMED,Delirium,Neurocognitive Disorders
381273,286933003,Confusional state,SNOMED,Delirium,Neurocognitive Disorders
373995,2776000,Delirium,SNOMED,Delirium,Neurocognitive Disorders
37110461,724717007,Delirium caused by dissociative drug,SNOMED,Delirium,Neurocognitive Disorders
37110460,724716003,Delirium caused by ketamine,SNOMED,Delirium,Neurocognitive Disorders
37110451,724705005,Delirium caused by methylenedioxymethamphetamine,SNOMED,Delirium,Neurocognitive Disorders
42538586,762324008,Delirium caused by stimulant,SNOMED,Delirium,Neurocognitive Disorders
36716780,722961009,Delirium caused by substance or medication,SNOMED,Delirium,Neurocognitive Disorders
42537775,737339005,Delirium caused by synthetic cannabinoid,SNOMED,Delirium,Neurocognitive Disorders
42538730,762506007,Delirium caused by synthetic cathinone,SNOMED,Delirium,Neurocognitive Disorders
37309681,16236701000119107,Delirium due to drug withdrawal,SNOMED,Delirium,Neurocognitive Disorders
37309682,16236661000119100,Delirium due to methamphetamine intoxication,SNOMED,Delirium,Neurocognitive Disorders
37117216,724746000,Delirium due to multiple etiological factors,SNOMED,Delirium,Neurocognitive Disorders
37209507,16279021000119106,Delirium due to opioid withdrawal,SNOMED,Delirium,Neurocognitive Disorders
44782944,698958008,Delirium in remission,SNOMED,Delirium,Neurocognitive Disorders
4333669,231440006,Delirium of mixed origin,SNOMED,Delirium,Neurocognitive Disorders
37017319,713571008,Disorder of central nervous system co-occurrent with human immunodeficiency virus infection,SNOMED,Delirium,Neurocognitive Disorders
376961,3006004,Disturbance of consciousness,SNOMED,Delirium,Neurocognitive Disorders
373172,191494004,Drug-induced amnestic syndrome,SNOMED,Delirium,Neurocognitive Disorders
373449,191492000,Drug-induced delirium,SNOMED,Delirium,Neurocognitive Disorders
4236877,40571009,Hallucinogen intoxication delirium,SNOMED,Delirium,Neurocognitive Disorders
4203152,53050002,Hallucinogen-induced organic mental disorder,SNOMED,Delirium,Neurocognitive Disorders
36674303,771419005,Hyperactive postoperative delirium,SNOMED,Delirium,Neurocognitive Disorders
4210851,313915006,Hypnotic-induced organic mental disorder,SNOMED,Delirium,Neurocognitive Disorders
36675111,771420004,Hypoactive postoperative delirium,SNOMED,Delirium,Neurocognitive Disorders
4092830,18689007,Inhalant intoxication delirium,SNOMED,Delirium,Neurocognitive Disorders
4264889,61104008,Inhalant-induced organic mental disorder,SNOMED,Delirium,Neurocognitive Disorders
4134874,398066007,Intensive care psychiatric disorder,SNOMED,Delirium,Neurocognitive Disorders
36675112,771421000,Mixed hyperactive hypoactive postoperative delirium,SNOMED,Delirium,Neurocognitive Disorders
4037857,162702000,O/E - mentally confused,SNOMED,Delirium,Neurocognitive Disorders
4199769,52866005,Opioid intoxication delirium,SNOMED,Delirium,Neurocognitive Disorders
4032799,14784000,Opioid-induced organic mental disorder,SNOMED,Delirium,Neurocognitive Disorders
4227205,420774007,Organic brain syndrome associated with AIDS,SNOMED,Delirium,Neurocognitive Disorders
37017249,713491003,Organic brain syndrome co-occurrent with human immunodeficiency virus infection,SNOMED,Delirium,Neurocognitive Disorders
4103572,192072002,Organic memory impairment,SNOMED,Delirium,Neurocognitive Disorders
4135337,31715000,PCP delirium,SNOMED,Delirium,Neurocognitive Disorders
372610,40425004,Postconcussion syndrome,SNOMED,Delirium,Neurocognitive Disorders
4224115,404906000,Postoperative confusion,SNOMED,Delirium,Neurocognitive Disorders
36674302,771418002,Postoperative delirium,SNOMED,Delirium,Neurocognitive Disorders
4195615,44031002,Postseizure confusion,SNOMED,Delirium,Neurocognitive Disorders
4177642,49481000,Postseizure delirium,SNOMED,Delirium,Neurocognitive Disorders
4307098,83168008,Psychoactive substance-induced organic amnestic disorder,SNOMED,Delirium,Neurocognitive Disorders
4191592,39003006,Psychoactive substance-induced organic delirium,SNOMED,Delirium,Neurocognitive Disorders
375504,11387009,Psychoactive substance-induced organic mental disorder,SNOMED,Delirium,Neurocognitive Disorders
4332878,231450007,Psychosis associated with intensive care,SNOMED,Delirium,Neurocognitive Disorders
4046088,230283005,Punch drunk syndrome,SNOMED,Delirium,Neurocognitive Disorders
441540,191678001,Reactive confusion,SNOMED,Delirium,Neurocognitive Disorders
4121141,302507002,Sedative amnestic disorder,SNOMED,Delirium,Neurocognitive Disorders
4184438,5444000,"Sedative, hypnotic AND/OR anxiolytic intoxication delirium",SNOMED,Delirium,Neurocognitive Disorders
4263258,361150008,"Sedative, hypnotic AND/OR anxiolytic withdrawal delirium",SNOMED,Delirium,Neurocognitive Disorders
4098172,191512001,"Subacute confusional state, of cerebrovascular origin",SNOMED,Delirium,Neurocognitive Disorders
4103246,191510009,"Subacute confusional state, of endocrine origin",SNOMED,Delirium,Neurocognitive Disorders
4098170,191509004,"Subacute confusional state, of infective origin",SNOMED,Delirium,Neurocognitive Disorders
4098171,191511008,"Subacute confusional state, of metabolic origin",SNOMED,Delirium,Neurocognitive Disorders
379779,191507002,Subacute delirium,SNOMED,Delirium,Neurocognitive Disorders
4333668,231439009,Toxic confusional state,SNOMED,Delirium,Neurocognitive Disorders
443586,428703001,Transient organic mental disorder,SNOMED,Delirium,Neurocognitive Disorders
4147586,35640008,Acute adenoviral encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4221266,82547005,Acute adenoviral meningoencephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
374021,83942000,Acute disseminated encephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
43530701,182961000119101,Acute disseminated encephalomyelitis following infectious disease,SNOMED,Encephalopathy,Neurocognitive Disorders
44806551,822021000000103,Acute encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4009332,111897007,Acute necrotizing encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
35607947,763310000,Acute necrotizing encephalopathy of childhood,SNOMED,Encephalopathy,Neurocognitive Disorders
4047619,230161000,Acute viral encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
37204540,783243008,Adenohypophysitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4210628,56529007,Adenoviral encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
374623,73097000,Alcohol amnestic disorder,SNOMED,Encephalopathy,Neurocognitive Disorders
4102195,192687008,Arbovirus encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4318558,95643007,Autoimmune encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
764228,452281000124106,Autoimmune encephalitis caused by N-methyl D-aspartate receptor antibody,SNOMED,Encephalopathy,Neurocognitive Disorders
35623409,765751002,Autoimmune encephalopathy with parasomnia and obstructive sleep apnea,SNOMED,Encephalopathy,Neurocognitive Disorders
4030201,237706000,Autoimmune hypophysitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4045977,230181004,Bacterial encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
40483321,445359003,Bacterial meningoencephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
46285143,963741000000101,Bacterial meningoencephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4213372,417075004,California encephalitis virus infection neuroinvasive disease,SNOMED,Encephalopathy,Neurocognitive Disorders
4302073,418531007,California serogroup virus neuroinvasive disease,SNOMED,Encephalopathy,Neurocognitive Disorders
4202367,53622003,Cerebral malaria,SNOMED,Encephalopathy,Neurocognitive Disorders
4008088,111936002,Cerebral sarcoidosis,SNOMED,Encephalopathy,Neurocognitive Disorders
4101139,191475009,Chronic alcoholic brain syndrome,SNOMED,Encephalopathy,Neurocognitive Disorders
4091826,280994000,Chronic confusional state,SNOMED,Encephalopathy,Neurocognitive Disorders
4047470,230144003,Chronic echovirus meningoencephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
36676712,773688007,Chronic lymphocytic inflammation with pontine perivascular enhancement responsive to steroids,SNOMED,Encephalopathy,Neurocognitive Disorders
4047623,230179001,Chronic viral encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
381794,32735002,Congenital syphilitic encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4306458,83159006,Cytomegalovirus encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
378143,45170000,Encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4222250,420244003,Encephalitis associated with AIDS,SNOMED,Encephalopathy,Neurocognitive Disorders
36715969,721766005,Encephalitis caused by Alphavirus,SNOMED,Encephalopathy,Neurocognitive Disorders
36716017,721826001,Encephalitis caused by Coenurus cerebralis,SNOMED,Encephalopathy,Neurocognitive Disorders
36716014,721823009,Encephalitis caused by Echinococcus granulosus,SNOMED,Encephalopathy,Neurocognitive Disorders
36715988,721790006,Encephalitis caused by Hendra virus,SNOMED,Encephalopathy,Neurocognitive Disorders
36717188,721791005,Encephalitis caused by Nipah virus,SNOMED,Encephalopathy,Neurocognitive Disorders
36715978,721776008,Encephalitis caused by Polyoma virus,SNOMED,Encephalopathy,Neurocognitive Disorders
36715986,721788005,Encephalitis caused by Rubulavirus,SNOMED,Encephalopathy,Neurocognitive Disorders
36716010,721818009,Encephalitis caused by Schistosoma,SNOMED,Encephalopathy,Neurocognitive Disorders
36716011,721819001,Encephalitis caused by Schistosoma haematobium,SNOMED,Encephalopathy,Neurocognitive Disorders
36716013,721821006,Encephalitis caused by Schistosoma japonicum,SNOMED,Encephalopathy,Neurocognitive Disorders
36716012,721820007,Encephalitis caused by Schistosoma mansoni,SNOMED,Encephalopathy,Neurocognitive Disorders
36716016,721825002,Encephalitis caused by Taenia solium,SNOMED,Encephalopathy,Neurocognitive Disorders
37016847,712986001,Encephalitis caused by tick-borne encephalitis virus,SNOMED,Encephalopathy,Neurocognitive Disorders
36716007,721815007,Encephalitis caused by Trypanosoma brucei,SNOMED,Encephalopathy,Neurocognitive Disorders
37110324,724542001,Encephalitis caused by Venezuelan equine encephalomyelitis virus,SNOMED,Encephalopathy,Neurocognitive Disorders
45757204,1082451000119102,Encephalitis due to Actinomyces,SNOMED,Encephalopathy,Neurocognitive Disorders
443881,16901001,Encephalitis due to European subtype of tick-borne encephalitis virus,SNOMED,Encephalopathy,Neurocognitive Disorders
376905,186591007,Encephalitis due to Far Eastern tick-borne encephalitis virus,SNOMED,Encephalopathy,Neurocognitive Disorders
376026,428638009,Encephalitis due to Herpesviridae,SNOMED,Encephalopathy,Neurocognitive Disorders
4322568,427796004,Encephalitis due to human herpes simplex virus,SNOMED,Encephalopathy,Neurocognitive Disorders
40479557,441512004,Encephalitis due to human herpesvirus 6 infection,SNOMED,Encephalopathy,Neurocognitive Disorders
4146943,309789002,Encephalitis due to influenza,SNOMED,Encephalopathy,Neurocognitive Disorders
4221661,40230002,Encephalitis due to Langat virus,SNOMED,Encephalopathy,Neurocognitive Disorders
4302794,418455000,Encephalitis due to protozoa,SNOMED,Encephalopathy,Neurocognitive Disorders
443543,419868009,Encephalitis due to rickettsia,SNOMED,Encephalopathy,Neurocognitive Disorders
4088249,186499007,Encephalitis lethargica,SNOMED,Encephalopathy,Neurocognitive Disorders
373189,62950007,Encephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4228612,422089004,Encephalomyelitis associated with AIDS,SNOMED,Encephalopathy,Neurocognitive Disorders
4220014,397961002,Encephalomyelitis caused by lymphocytic choriomeningitis virus,SNOMED,Encephalopathy,Neurocognitive Disorders
4041669,230162007,Enteroviral encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4320933,70576008,Enteroviral encephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4210015,55489003,Eosinophilic meningoencephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4302798,418480000,Eosinophilic meningoencephalitis due to Angiostrongylus cantonensis,SNOMED,Encephalopathy,Neurocognitive Disorders
37109595,723333000,Faciocardiorenal syndrome,SNOMED,Encephalopathy,Neurocognitive Disorders
4047626,230189002,Focal encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4047625,230183001,Fungal encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4042201,230187000,Granulomatous amebic encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4029442,237708004,Granulomatous giant-cell hypophysitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4242575,58766009,Granulomatous meningoencephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
37311983,788915008,Henipavirus encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4047622,230177004,Herpes simiae encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4045976,230176008,Herpes zoster encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4296460,76474001,Herpetic acute necrotizing encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
380941,9678009,Herpetic meningoencephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4161950,398329009,Human immunodeficiency virus encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4129537,237705001,Hypophysitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4324541,71105005,Ilheus virus encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
36715541,721249007,Infection causing encephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4041670,230175007,Infectious mononucleosis encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
374020,312215006,Infective encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4044251,230522004,Inflammatory disorder of optic radiation,SNOMED,Encephalopathy,Neurocognitive Disorders
4104577,194070006,Inflammatory disorder of visual cortex,SNOMED,Encephalopathy,Neurocognitive Disorders
4252885,74644004,Influenza with encephalopathy,SNOMED,Encephalopathy,Neurocognitive Disorders
37204492,783158009,Infundibulo neurohypophysitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4227852,404235004,Jamestown Canyon virus encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
381789,52947006,Japanese encephalitis virus disease,SNOMED,Encephalopathy,Neurocognitive Disorders
4044937,230170002,Kumlinge virus encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4045978,230182006,Late syphilitic encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4041673,230192003,Limbic encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
35622353,763793004,Limbic encephalitis with contactin-associated protein-like 2 antibodies,SNOMED,Encephalopathy,Neurocognitive Disorders
36676495,773395008,Limbic encephalitis with dipeptidyl-peptidase 6 antibodies,SNOMED,Encephalopathy,Neurocognitive Disorders
35607961,763794005,Limbic encephalitis with leucine-rich glioma-inactivated 1 antibodies,SNOMED,Encephalopathy,Neurocognitive Disorders
37399546,716684004,Limbic encephalitis with N-methyl-D-aspartate receptor antibodies,SNOMED,Encephalopathy,Neurocognitive Disorders
4345216,240393003,Listeria cerebritis,SNOMED,Encephalopathy,Neurocognitive Disorders
4077718,24630008,Listeria meningoencephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4129538,237707009,Lymphocytic hypophysitis of pregnancy,SNOMED,Encephalopathy,Neurocognitive Disorders
4264158,61701006,Lymphocytic hypopituitarism,SNOMED,Encephalopathy,Neurocognitive Disorders
37398799,140621000119106,Memory disorder co-occurrent and due to organic brain damage,SNOMED,Encephalopathy,Neurocognitive Disorders
380632,18071005,Meningococcal encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4322814,7125002,Meningoencephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
46269919,1089811000119106,Meningoencephalitis due to Acanthamoeba,SNOMED,Encephalopathy,Neurocognitive Disorders
375475,17949000,Meningoencephalitis due to acquired toxoplasmosis,SNOMED,Encephalopathy,Neurocognitive Disorders
45757219,1084741000119103,Meningoencephalitis due to Blastomyces dermatitidis,SNOMED,Encephalopathy,Neurocognitive Disorders
46269920,1089821000119104,Meningoencephalitis due to Chagas disease,SNOMED,Encephalopathy,Neurocognitive Disorders
46270062,128211000119102,Meningoencephalitis due to free-living ameba,SNOMED,Encephalopathy,Neurocognitive Disorders
4180433,52281009,Meningoencephalitis due to Naegleria,SNOMED,Encephalopathy,Neurocognitive Disorders
4104546,29197009,Meningoencephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
765827,432451000124103,Multiphasic acute disseminated encephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4105353,192926004,Multiple sclerosis of the brainstem,SNOMED,Encephalopathy,Neurocognitive Disorders
378065,31646008,Mumps encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4220632,40099009,Mumps meningoencephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
442611,66454007,Murray valley encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
35622800,764993001,Mycoplasma pneumoniae encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4236144,407472000,Nairoviral encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4289603,6955002,Negishi encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4169939,417872000,Neuroinvasive Cache Valley encephalitis virus infection,SNOMED,Encephalopathy,Neurocognitive Disorders
4214943,417607009,Neuroinvasive St. Louis encephalitis virus infection,SNOMED,Encephalopathy,Neurocognitive Disorders
35622805,764998005,Non-herpetic acute limbic encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
374009,111479008,Organic mental disorder,SNOMED,Encephalopathy,Neurocognitive Disorders
4023986,106014008,Organic mental disorder of unknown etiology,SNOMED,Encephalopathy,Neurocognitive Disorders
37204374,783016009,Panhypophysitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4312671,424911007,Paraneoplastic encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4310021,424761009,Paraneoplastic encephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
40481971,445014002,Paraneoplastic limbic encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
42536621,735558001,Parasitic infection causing granuloma of cerebrum,SNOMED,Encephalopathy,Neurocognitive Disorders
4087615,186791009,Plasmodium falciparum malaria with cerebral complications,SNOMED,Encephalopathy,Neurocognitive Disorders
4103103,192686004,Polioencephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4102198,192705005,Post BCG vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4103109,192708007,Post cholera vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4105200,192711008,Post diphtheria vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4100112,192722007,Post hepatitis A vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4104690,192723002,Post hepatitis B vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4103116,192721000,Post influenza vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
377487,111872008,Post measles encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4102199,192717007,Post measles vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4105201,192724008,Post mixed vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4103115,192719005,Post mumps vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4103108,192707002,Post paratyphoid vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4103111,192712001,Post pertussis vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4103110,192709004,Post plague vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4103114,192718002,Post polio vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4103112,192714000,Post rabies vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4100111,192720004,Post rubella vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4100109,192713006,Post smallpox vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4100108,192710009,Post tetanus vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4103107,192706006,Post typhoid vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4100110,192715004,Post typhus vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4103113,192716003,Post yellow fever vaccination encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4229086,40673001,Post-encephalitic syndrome,SNOMED,Encephalopathy,Neurocognitive Disorders
379792,192704009,Post-immunization encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
372615,192727001,Post-infectious encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
379798,230199007,Post-infectious encephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4042202,230188005,Post-influenza encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
36676401,773275000,Post-transplant acute limbic encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4064308,19972008,Postencephalitic parkinsonism,SNOMED,Encephalopathy,Neurocognitive Disorders
443802,31367003,Postvaccinal encephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
380322,186509002,Postvaricella encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4042200,230186009,Primary amebic encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4176017,428175000,Primary amebic encephalitis due to Naegleria fowleri,SNOMED,Encephalopathy,Neurocognitive Disorders
4249132,406573001,Primary encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4324751,428635007,Primary viral encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4120303,302811004,Progressive congenital rubella encephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4002949,10082001,Progressive rubella panencephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4206037,55234004,Pyogranulomatous meningoencephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4252714,409556004,Q fever encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4041672,230191005,Rasmussen syndrome,SNOMED,Encephalopathy,Neurocognitive Disorders
763040,435341000124104,"Rasmussen syndrome, refractory",SNOMED,Encephalopathy,Neurocognitive Disorders
761989,2701000124105,Recurrent acute disseminated encephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4042197,230174006,Rhabdovirus encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4213917,415347009,Rio Bravo viral encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4047620,230166005,Rocio virus encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4100107,192689006,Rubella encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
375185,128191000,Rubella encephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4027838,13225007,Rubella meningoencephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
35622929,765170001,SCN8A-related epilepsy with encephalopathy,SNOMED,Encephalopathy,Neurocognitive Disorders
4199244,301643003,"Sedative, hypnotic AND/OR anxiolytic-induced persisting amnestic disorder",SNOMED,Encephalopathy,Neurocognitive Disorders
4217555,415525005,Siberian tick-borne encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4035637,15316002,Simian B encephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
441544,192069009,Specific nonpsychotic mental disorders following organic brain damage,SNOMED,Encephalopathy,Neurocognitive Disorders
36674282,771271000,Steroid-responsive encephalopathy associated with autoimmune thyroiditis,SNOMED,Encephalopathy,Neurocognitive Disorders
4009925,111851005,Subacute adenoviral encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4222717,421415007,Subacute adenoviral encephalitis associated with AIDS,SNOMED,Encephalopathy,Neurocognitive Disorders
37017071,713260006,Subacute adenoviral encephalitis co-occurrent with human immunodeficiency virus infection,SNOMED,Encephalopathy,Neurocognitive Disorders
373408,192685000,Subacute sclerosing panencephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
378349,26135000,Syphilitic encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4318863,95644001,Systemic lupus erythematosus encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4044936,230168006,Tensaw encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
378136,192730008,Toxic encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4327502,75143000,Toxic encephalitis due to thallium,SNOMED,Encephalopathy,Neurocognitive Disorders
40480147,443153007,Toxic encephalomyelitis,SNOMED,Encephalopathy,Neurocognitive Disorders
4103105,192701001,Toxoplasma encephalitis,SNOMED,Encephalopathy,Neurocognitive Disorders
